is_tested,gender,age,wage,region,date,type
Yes,Male,18-34,IDR 10-25 million,East Jakarta,2020-05-29,pcr
Yes,Female,18-34,less than IDR 3 million,West Jakarta,2020-05-29,pcr
Yes,Male,50+,IDR 5-10 million,West Jakarta,2020-05-29,pcr
No,Male,31-50,IDR 10-25 million,North Jakarta,2020-05-29,pcr
Yes,Female,50+,more than IDR 25 million,North Jakarta,2020-05-29,pcr
No,Female,18-34,less than IDR 3 million,East Jakarta,2020-05-29,pcr
No,Male,31-50,IDR 3-5 million,Central Jakarta,2020-05-29,pcr
Yes,Male,31-50,IDR 5-10 million,Central Jakarta,2020-05-29,pcr
Yes,Female,50+,IDR 3-5 million,North Jakarta,2020-05-30,pcr
No,Male,50+,more than IDR 25 million,West Jakarta,2020-05-30,pcr
No,Male,18-34,more than IDR 25 million,East Jakarta,2020-05-30,pcr
No,Male,31-50,IDR 5-10 million,South Jakarta,2020-05-30,pcr
No,Male,18-34,more than IDR 25 million,West Jakarta,2020-05-30,pcr
No,Male,50+,IDR 3-5 million,East Jakarta,2020-05-30,pcr
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2020-05-30,pcr
No,Male,50+,IDR 5-10 million,North Jakarta,2020-05-30,pcr
Yes,Male,18-34,IDR 5-10 million,North Jakarta,2020-05-30,pcr
No,Male,18-34,IDR 5-10 million,East Jakarta,2020-05-30,pcr
Yes,Male,31-50,IDR 5-10 million,East Jakarta,2020-05-30,pcr
No,Male,50+,less than IDR 3 million,North Jakarta,2020-05-30,pcr
Yes,Female,31-50,IDR 5-10 million,North Jakarta,2020-05-30,pcr
No,Female,18-34,less than IDR 3 million,South Jakarta,2020-05-30,pcr
Yes,Female,18-34,IDR 5-10 million,Central Jakarta,2020-05-30,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-05-30,pcr
Yes,Male,18-34,more than IDR 25 million,Central Jakarta,2020-05-30,pcr
Yes,Male,50+,more than IDR 25 million,South Jakarta,2020-05-30,pcr
No,Female,50+,more than IDR 25 million,Central Jakarta,2020-05-31,pcr
No,Female,18-34,less than IDR 3 million,Central Jakarta,2020-05-31,pcr
Yes,Male,18-34,IDR 10-25 million,West Jakarta,2020-05-31,pcr
No,Female,31-50,IDR 3-5 million,North Jakarta,2020-05-31,pcr
Yes,Male,31-50,IDR 3-5 million,Central Jakarta,2020-05-31,pcr
No,Male,50+,IDR 5-10 million,South Jakarta,2020-05-31,pcr
No,Female,50+,less than IDR 3 million,North Jakarta,2020-05-31,pcr
Yes,Male,50+,more than IDR 25 million,West Jakarta,2020-05-31,pcr
No,Male,31-50,more than IDR 25 million,East Jakarta,2020-05-31,pcr
No,Female,50+,IDR 5-10 million,Central Jakarta,2020-05-31,pcr
Yes,Female,50+,IDR 10-25 million,West Jakarta,2020-05-31,pcr
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2020-05-31,pcr
No,Male,31-50,IDR 3-5 million,Central Jakarta,2020-05-31,pcr
No,Male,18-34,less than IDR 3 million,East Jakarta,2020-05-31,pcr
No,Female,31-50,less than IDR 3 million,North Jakarta,2020-05-31,pcr
No,Female,18-34,IDR 3-5 million,West Jakarta,2020-05-31,pcr
Yes,Male,50+,IDR 5-10 million,South Jakarta,2020-05-31,pcr
No,Male,18-34,more than IDR 25 million,East Jakarta,2020-05-31,pcr
No,Male,18-34,less than IDR 3 million,North Jakarta,2020-06-06,pcr
Yes,Female,18-34,IDR 10-25 million,South Jakarta,2020-06-06,pcr
No,Male,50+,more than IDR 25 million,North Jakarta,2020-06-06,pcr
Yes,Female,50+,less than IDR 3 million,East Jakarta,2020-06-06,pcr
Yes,Female,50+,IDR 5-10 million,East Jakarta,2020-06-06,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-06-06,pcr
Yes,Female,31-50,IDR 10-25 million,West Jakarta,2020-06-06,pcr
Yes,Male,50+,more than IDR 25 million,East Jakarta,2020-06-06,pcr
No,Female,18-34,less than IDR 3 million,Central Jakarta,2020-06-06,pcr
No,Female,18-34,IDR 3-5 million,West Jakarta,2020-06-06,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-06-06,pcr
No,Male,50+,IDR 5-10 million,South Jakarta,2020-06-06,pcr
No,Male,18-34,less than IDR 3 million,South Jakarta,2020-06-06,pcr
Yes,Male,18-34,less than IDR 3 million,Central Jakarta,2020-06-06,pcr
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2020-06-06,pcr
No,Male,50+,IDR 3-5 million,South Jakarta,2020-06-06,pcr
Yes,Male,18-34,less than IDR 3 million,East Jakarta,2020-06-06,pcr
No,Female,50+,less than IDR 3 million,North Jakarta,2020-06-06,pcr
Yes,Male,31-50,IDR 5-10 million,West Jakarta,2020-06-06,pcr
Yes,Male,18-34,IDR 3-5 million,North Jakarta,2020-06-13,pcr
Yes,Male,31-50,more than IDR 25 million,West Jakarta,2020-06-13,pcr
Yes,Female,31-50,IDR 3-5 million,Central Jakarta,2020-06-13,pcr
No,Male,31-50,more than IDR 25 million,Central Jakarta,2020-06-13,pcr
Yes,Male,31-50,IDR 10-25 million,North Jakarta,2020-06-13,pcr
No,Female,50+,IDR 3-5 million,East Jakarta,2020-06-13,pcr
No,Male,50+,IDR 5-10 million,East Jakarta,2020-06-13,pcr
Yes,Male,50+,more than IDR 25 million,West Jakarta,2020-06-13,pcr
No,Male,18-34,IDR 3-5 million,West Jakarta,2020-06-13,pcr
Yes,Male,50+,IDR 3-5 million,East Jakarta,2020-06-13,pcr
Yes,Female,31-50,less than IDR 3 million,South Jakarta,2020-06-13,pcr
Yes,Male,18-34,IDR 10-25 million,North Jakarta,2020-06-13,pcr
Yes,Male,50+,IDR 5-10 million,East Jakarta,2020-06-13,pcr
No,Female,31-50,IDR 10-25 million,West Jakarta,2020-06-13,pcr
Yes,Male,50+,more than IDR 25 million,South Jakarta,2020-06-13,pcr
Yes,Male,18-34,IDR 5-10 million,East Jakarta,2020-06-13,pcr
No,Male,18-34,less than IDR 3 million,West Jakarta,2020-06-13,pcr
Yes,Male,18-34,less than IDR 3 million,West Jakarta,2020-06-14,pcr
Yes,Female,31-50,less than IDR 3 million,West Jakarta,2020-06-14,pcr
Yes,Male,31-50,IDR 10-25 million,South Jakarta,2020-06-14,pcr
No,Female,50+,IDR 3-5 million,East Jakarta,2020-06-14,pcr
No,Female,18-34,more than IDR 25 million,South Jakarta,2020-06-14,pcr
Yes,Male,50+,more than IDR 25 million,West Jakarta,2020-06-14,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-06-14,pcr
Yes,Female,18-34,more than IDR 25 million,South Jakarta,2020-06-14,pcr
Yes,Female,31-50,less than IDR 3 million,East Jakarta,2020-06-14,pcr
Yes,Male,50+,IDR 5-10 million,East Jakarta,2020-06-14,pcr
Yes,Female,50+,more than IDR 25 million,South Jakarta,2020-06-14,pcr
No,Male,31-50,less than IDR 3 million,West Jakarta,2020-06-15,pcr
Yes,Female,31-50,more than IDR 25 million,East Jakarta,2020-06-15,pcr
No,Male,18-34,IDR 10-25 million,West Jakarta,2020-06-15,pcr
No,Male,31-50,more than IDR 25 million,West Jakarta,2020-06-15,pcr
No,Male,31-50,IDR 10-25 million,East Jakarta,2020-06-15,pcr
Yes,Male,50+,more than IDR 25 million,North Jakarta,2020-06-15,pcr
Yes,Male,18-34,IDR 3-5 million,West Jakarta,2020-06-15,pcr
No,Female,18-34,IDR 10-25 million,North Jakarta,2020-06-15,pcr
No,Female,31-50,IDR 5-10 million,East Jakarta,2020-06-15,pcr
No,Female,31-50,IDR 5-10 million,South Jakarta,2020-06-15,pcr
No,Male,18-34,IDR 5-10 million,West Jakarta,2020-06-15,pcr
Yes,Female,31-50,less than IDR 3 million,West Jakarta,2020-06-15,pcr
Yes,Female,31-50,more than IDR 25 million,Central Jakarta,2020-06-15,pcr
Yes,Female,50+,IDR 5-10 million,Central Jakarta,2020-06-15,pcr
No,Male,31-50,IDR 5-10 million,North Jakarta,2020-06-15,pcr
Yes,Male,18-34,more than IDR 25 million,North Jakarta,2020-06-15,pcr
Yes,Male,18-34,less than IDR 3 million,West Jakarta,2020-06-15,pcr
No,Female,18-34,IDR 5-10 million,East Jakarta,2020-06-15,pcr
No,Male,50+,less than IDR 3 million,North Jakarta,2020-06-15,pcr
Yes,Female,31-50,IDR 5-10 million,Central Jakarta,2020-06-15,pcr
No,Female,50+,more than IDR 25 million,West Jakarta,2020-06-15,pcr
Yes,Male,18-34,IDR 3-5 million,Central Jakarta,2020-06-16,pcr
No,Male,31-50,less than IDR 3 million,West Jakarta,2020-06-16,pcr
Yes,Male,50+,IDR 3-5 million,West Jakarta,2020-06-16,pcr
Yes,Male,50+,less than IDR 3 million,East Jakarta,2020-06-16,pcr
No,Male,18-34,IDR 5-10 million,South Jakarta,2020-06-16,pcr
No,Male,50+,IDR 10-25 million,West Jakarta,2020-06-16,pcr
No,Male,31-50,IDR 3-5 million,West Jakarta,2020-06-16,pcr
No,Female,31-50,IDR 5-10 million,South Jakarta,2020-06-16,pcr
Yes,Male,50+,less than IDR 3 million,North Jakarta,2020-06-16,pcr
No,Female,31-50,IDR 3-5 million,Central Jakarta,2020-06-16,pcr
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2020-06-16,pcr
Yes,Male,31-50,IDR 5-10 million,West Jakarta,2020-06-16,pcr
Yes,Female,50+,IDR 10-25 million,North Jakarta,2020-06-16,pcr
No,Male,18-34,IDR 5-10 million,West Jakarta,2020-06-16,pcr
No,Male,18-34,IDR 5-10 million,Central Jakarta,2020-06-16,pcr
No,Male,18-34,IDR 10-25 million,South Jakarta,2020-06-16,pcr
Yes,Male,18-34,IDR 10-25 million,North Jakarta,2020-06-16,pcr
No,Female,31-50,IDR 5-10 million,South Jakarta,2020-06-17,pcr
No,Female,18-34,more than IDR 25 million,East Jakarta,2020-06-17,pcr
No,Female,18-34,IDR 3-5 million,West Jakarta,2020-06-17,pcr
Yes,Male,50+,less than IDR 3 million,North Jakarta,2020-06-17,pcr
No,Male,31-50,more than IDR 25 million,West Jakarta,2020-06-17,pcr
Yes,Female,50+,less than IDR 3 million,West Jakarta,2020-06-17,pcr
No,Male,18-34,IDR 5-10 million,East Jakarta,2020-06-17,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-06-17,pcr
Yes,Male,31-50,IDR 3-5 million,North Jakarta,2020-06-17,pcr
No,Female,18-34,IDR 5-10 million,North Jakarta,2020-06-17,pcr
Yes,Female,50+,IDR 5-10 million,North Jakarta,2020-06-17,pcr
No,Female,31-50,IDR 3-5 million,North Jakarta,2020-06-17,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-06-18,pcr
Yes,Female,18-34,IDR 5-10 million,West Jakarta,2020-06-18,pcr
No,Male,18-34,more than IDR 25 million,East Jakarta,2020-06-18,pcr
Yes,Female,31-50,IDR 10-25 million,South Jakarta,2020-06-18,pcr
Yes,Female,50+,IDR 5-10 million,East Jakarta,2020-06-18,pcr
No,Female,18-34,more than IDR 25 million,East Jakarta,2020-06-18,pcr
No,Male,50+,more than IDR 25 million,East Jakarta,2020-06-18,pcr
No,Female,18-34,IDR 5-10 million,North Jakarta,2020-06-18,pcr
Yes,Female,18-34,less than IDR 3 million,West Jakarta,2020-06-18,pcr
Yes,Female,50+,IDR 10-25 million,West Jakarta,2020-06-18,pcr
Yes,Female,18-34,more than IDR 25 million,West Jakarta,2020-06-18,pcr
Yes,Female,18-34,IDR 10-25 million,East Jakarta,2020-06-18,pcr
Yes,Male,18-34,less than IDR 3 million,West Jakarta,2020-06-18,pcr
No,Male,50+,IDR 5-10 million,South Jakarta,2020-06-18,pcr
No,Female,18-34,IDR 5-10 million,North Jakarta,2020-06-19,pcr
No,Male,31-50,IDR 3-5 million,Central Jakarta,2020-06-19,pcr
No,Female,31-50,IDR 10-25 million,North Jakarta,2020-06-19,pcr
Yes,Female,50+,IDR 5-10 million,West Jakarta,2020-06-19,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-06-19,pcr
Yes,Male,18-34,IDR 10-25 million,North Jakarta,2020-06-19,pcr
Yes,Male,31-50,IDR 3-5 million,South Jakarta,2020-06-19,pcr
Yes,Male,50+,IDR 3-5 million,West Jakarta,2020-06-19,pcr
No,Female,50+,more than IDR 25 million,North Jakarta,2020-06-19,pcr
No,Female,50+,IDR 5-10 million,Central Jakarta,2020-06-19,pcr
No,Female,31-50,more than IDR 25 million,Central Jakarta,2020-06-19,pcr
Yes,Female,18-34,more than IDR 25 million,South Jakarta,2020-06-19,pcr
Yes,Male,18-34,more than IDR 25 million,Central Jakarta,2020-06-19,pcr
No,Female,50+,IDR 3-5 million,West Jakarta,2020-06-19,pcr
Yes,Male,18-34,less than IDR 3 million,Central Jakarta,2020-06-19,pcr
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2020-06-20,pcr
No,Female,50+,less than IDR 3 million,Central Jakarta,2020-06-20,pcr
Yes,Female,18-34,more than IDR 25 million,Central Jakarta,2020-06-20,pcr
No,Female,50+,IDR 5-10 million,North Jakarta,2020-06-20,pcr
Yes,Female,50+,IDR 3-5 million,Central Jakarta,2020-06-20,pcr
No,Male,31-50,IDR 5-10 million,South Jakarta,2020-06-20,pcr
Yes,Female,31-50,IDR 5-10 million,East Jakarta,2020-06-20,pcr
No,Female,31-50,less than IDR 3 million,East Jakarta,2020-06-20,pcr
Yes,Male,18-34,IDR 5-10 million,North Jakarta,2020-06-20,pcr
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2020-06-20,pcr
No,Male,50+,IDR 10-25 million,North Jakarta,2020-06-21,pcr
Yes,Female,31-50,IDR 3-5 million,South Jakarta,2020-06-21,pcr
Yes,Female,18-34,IDR 5-10 million,West Jakarta,2020-06-21,pcr
No,Male,50+,IDR 5-10 million,Central Jakarta,2020-06-21,pcr
No,Female,31-50,more than IDR 25 million,North Jakarta,2020-06-21,pcr
No,Male,50+,more than IDR 25 million,Central Jakarta,2020-06-21,pcr
Yes,Female,18-34,more than IDR 25 million,South Jakarta,2020-06-21,pcr
No,Female,31-50,IDR 10-25 million,Central Jakarta,2020-06-21,pcr
Yes,Male,31-50,less than IDR 3 million,West Jakarta,2020-06-21,pcr
Yes,Male,18-34,IDR 5-10 million,East Jakarta,2020-06-21,pcr
No,Male,18-34,more than IDR 25 million,West Jakarta,2020-06-21,pcr
Yes,Female,50+,IDR 5-10 million,Central Jakarta,2020-06-21,pcr
Yes,Female,18-34,more than IDR 25 million,West Jakarta,2020-06-21,pcr
No,Female,31-50,more than IDR 25 million,Central Jakarta,2020-06-21,pcr
Yes,Male,18-34,IDR 3-5 million,West Jakarta,2020-06-21,pcr
Yes,Male,18-34,IDR 5-10 million,Central Jakarta,2020-06-22,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-06-22,pcr
No,Male,50+,IDR 5-10 million,Central Jakarta,2020-06-22,pcr
Yes,Male,18-34,less than IDR 3 million,West Jakarta,2020-06-22,pcr
No,Female,18-34,IDR 5-10 million,East Jakarta,2020-06-22,pcr
No,Male,31-50,less than IDR 3 million,North Jakarta,2020-06-22,pcr
No,Male,50+,more than IDR 25 million,Central Jakarta,2020-06-22,pcr
Yes,Female,31-50,IDR 3-5 million,South Jakarta,2020-06-22,pcr
No,Female,31-50,less than IDR 3 million,East Jakarta,2020-06-22,pcr
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2020-06-22,pcr
Yes,Female,31-50,less than IDR 3 million,North Jakarta,2020-06-22,pcr
Yes,Female,50+,IDR 3-5 million,South Jakarta,2020-06-22,pcr
Yes,Female,31-50,more than IDR 25 million,Central Jakarta,2020-06-22,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-06-22,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-06-22,pcr
No,Male,50+,IDR 3-5 million,East Jakarta,2020-06-22,pcr
No,Male,18-34,IDR 10-25 million,North Jakarta,2020-06-22,pcr
No,Female,31-50,IDR 3-5 million,East Jakarta,2020-06-22,pcr
No,Male,50+,IDR 5-10 million,South Jakarta,2020-06-23,pcr
No,Male,50+,more than IDR 25 million,South Jakarta,2020-06-23,pcr
No,Male,31-50,IDR 10-25 million,South Jakarta,2020-06-23,pcr
No,Male,18-34,IDR 10-25 million,Central Jakarta,2020-06-23,pcr
Yes,Male,18-34,less than IDR 3 million,South Jakarta,2020-06-23,pcr
Yes,Female,50+,IDR 10-25 million,East Jakarta,2020-06-23,pcr
No,Female,18-34,more than IDR 25 million,East Jakarta,2020-06-23,pcr
Yes,Male,18-34,more than IDR 25 million,North Jakarta,2020-06-23,pcr
No,Male,31-50,IDR 3-5 million,East Jakarta,2020-06-23,pcr
Yes,Male,18-34,IDR 10-25 million,East Jakarta,2020-06-23,pcr
Yes,Male,50+,IDR 3-5 million,North Jakarta,2020-06-23,pcr
No,Male,31-50,less than IDR 3 million,North Jakarta,2020-06-23,pcr
Yes,Female,50+,IDR 5-10 million,North Jakarta,2020-06-23,pcr
Yes,Male,18-34,IDR 5-10 million,East Jakarta,2020-06-23,pcr
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2020-06-23,pcr
No,Male,18-34,IDR 3-5 million,East Jakarta,2020-06-23,pcr
Yes,Female,31-50,IDR 10-25 million,Central Jakarta,2020-06-23,pcr
No,Male,50+,IDR 3-5 million,Central Jakarta,2020-06-23,pcr
Yes,Female,18-34,more than IDR 25 million,North Jakarta,2020-06-23,pcr
Yes,Male,31-50,IDR 5-10 million,North Jakarta,2020-06-23,pcr
Yes,Male,50+,IDR 5-10 million,South Jakarta,2020-06-24,pcr
Yes,Female,50+,IDR 5-10 million,Central Jakarta,2020-06-24,pcr
No,Male,31-50,IDR 10-25 million,North Jakarta,2020-06-24,pcr
Yes,Male,31-50,more than IDR 25 million,West Jakarta,2020-06-24,pcr
No,Male,50+,more than IDR 25 million,North Jakarta,2020-06-24,pcr
No,Male,31-50,IDR 3-5 million,South Jakarta,2020-06-24,pcr
No,Male,31-50,IDR 5-10 million,West Jakarta,2020-06-24,pcr
No,Female,31-50,IDR 3-5 million,North Jakarta,2020-06-24,pcr
Yes,Male,31-50,IDR 3-5 million,North Jakarta,2020-06-24,pcr
No,Male,50+,IDR 3-5 million,East Jakarta,2020-06-24,pcr
No,Male,18-34,IDR 3-5 million,West Jakarta,2020-06-24,pcr
Yes,Female,31-50,IDR 3-5 million,West Jakarta,2020-06-24,pcr
Yes,Male,31-50,less than IDR 3 million,East Jakarta,2020-06-24,pcr
No,Male,50+,IDR 5-10 million,Central Jakarta,2020-06-24,pcr
No,Female,50+,IDR 10-25 million,Central Jakarta,2020-06-24,pcr
No,Male,31-50,more than IDR 25 million,West Jakarta,2020-06-24,pcr
No,Female,50+,IDR 3-5 million,East Jakarta,2020-06-24,pcr
No,Male,18-34,IDR 5-10 million,West Jakarta,2020-06-24,pcr
Yes,Female,50+,less than IDR 3 million,West Jakarta,2020-06-24,pcr
Yes,Female,31-50,less than IDR 3 million,North Jakarta,2020-06-24,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-06-25,pcr
No,Male,31-50,IDR 10-25 million,Central Jakarta,2020-06-25,pcr
No,Male,31-50,IDR 5-10 million,North Jakarta,2020-06-25,pcr
Yes,Male,18-34,less than IDR 3 million,North Jakarta,2020-06-25,pcr
Yes,Male,18-34,IDR 5-10 million,West Jakarta,2020-06-25,pcr
No,Female,50+,less than IDR 3 million,Central Jakarta,2020-06-25,pcr
Yes,Male,50+,IDR 10-25 million,North Jakarta,2020-06-25,pcr
Yes,Female,18-34,less than IDR 3 million,Central Jakarta,2020-06-25,pcr
Yes,Female,18-34,IDR 10-25 million,Central Jakarta,2020-06-25,pcr
No,Male,18-34,more than IDR 25 million,Central Jakarta,2020-06-25,pcr
Yes,Female,31-50,less than IDR 3 million,South Jakarta,2020-06-25,pcr
Yes,Female,31-50,IDR 3-5 million,North Jakarta,2020-06-25,pcr
No,Female,31-50,IDR 3-5 million,North Jakarta,2020-06-25,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-06-25,pcr
Yes,Male,50+,IDR 10-25 million,West Jakarta,2020-06-25,pcr
Yes,Male,50+,IDR 3-5 million,South Jakarta,2020-06-25,pcr
Yes,Male,31-50,IDR 3-5 million,South Jakarta,2020-06-25,pcr
Yes,Male,31-50,less than IDR 3 million,North Jakarta,2020-06-25,pcr
Yes,Male,31-50,IDR 10-25 million,North Jakarta,2020-07-05,pcr
No,Male,50+,less than IDR 3 million,North Jakarta,2020-07-05,pcr
No,Male,31-50,less than IDR 3 million,North Jakarta,2020-07-05,pcr
No,Male,18-34,IDR 5-10 million,North Jakarta,2020-07-05,pcr
Yes,Male,31-50,IDR 5-10 million,North Jakarta,2020-07-05,pcr
No,Female,31-50,IDR 5-10 million,Central Jakarta,2020-07-05,pcr
Yes,Male,18-34,IDR 10-25 million,West Jakarta,2020-07-05,pcr
No,Female,50+,less than IDR 3 million,North Jakarta,2020-07-05,pcr
No,Male,31-50,IDR 10-25 million,South Jakarta,2020-07-05,pcr
Yes,Female,18-34,IDR 10-25 million,North Jakarta,2020-07-05,pcr
Yes,Female,50+,more than IDR 25 million,Central Jakarta,2020-07-06,pcr
Yes,Female,50+,IDR 5-10 million,North Jakarta,2020-07-06,pcr
Yes,Male,18-34,more than IDR 25 million,South Jakarta,2020-07-06,pcr
No,Male,50+,IDR 5-10 million,South Jakarta,2020-07-06,pcr
No,Male,50+,more than IDR 25 million,West Jakarta,2020-07-06,pcr
Yes,Male,18-34,IDR 3-5 million,South Jakarta,2020-07-06,pcr
No,Male,50+,more than IDR 25 million,Central Jakarta,2020-07-06,pcr
Yes,Female,18-34,less than IDR 3 million,North Jakarta,2020-07-06,pcr
No,Female,50+,more than IDR 25 million,West Jakarta,2020-07-06,pcr
Yes,Male,18-34,less than IDR 3 million,Central Jakarta,2020-07-06,pcr
Yes,Female,50+,IDR 3-5 million,East Jakarta,2020-07-06,pcr
Yes,Female,31-50,IDR 5-10 million,Central Jakarta,2020-07-06,pcr
No,Female,31-50,more than IDR 25 million,South Jakarta,2020-07-06,pcr
No,Female,31-50,IDR 5-10 million,Central Jakarta,2020-08-05,pcr
Yes,Female,31-50,IDR 10-25 million,Central Jakarta,2020-08-05,pcr
No,Female,18-34,IDR 10-25 million,West Jakarta,2020-08-05,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-08-05,pcr
Yes,Female,18-34,IDR 10-25 million,West Jakarta,2020-08-05,pcr
Yes,Female,50+,IDR 5-10 million,Central Jakarta,2020-08-05,pcr
Yes,Male,18-34,IDR 3-5 million,West Jakarta,2020-08-05,pcr
No,Female,31-50,IDR 5-10 million,North Jakarta,2020-08-05,pcr
Yes,Male,18-34,more than IDR 25 million,Central Jakarta,2020-08-05,pcr
No,Male,31-50,IDR 10-25 million,South Jakarta,2020-08-05,pcr
No,Female,50+,IDR 5-10 million,West Jakarta,2020-08-05,pcr
Yes,Female,31-50,less than IDR 3 million,West Jakarta,2020-08-05,pcr
Yes,Male,31-50,IDR 10-25 million,Central Jakarta,2020-08-05,pcr
No,Female,31-50,IDR 10-25 million,West Jakarta,2020-08-05,pcr
No,Female,18-34,IDR 5-10 million,Central Jakarta,2020-08-05,pcr
Yes,Male,31-50,less than IDR 3 million,North Jakarta,2020-08-05,pcr
No,Female,18-34,less than IDR 3 million,Central Jakarta,2020-08-05,pcr
Yes,Male,18-34,less than IDR 3 million,East Jakarta,2020-08-06,pcr
Yes,Female,18-34,IDR 3-5 million,Central Jakarta,2020-08-06,pcr
No,Male,18-34,IDR 3-5 million,South Jakarta,2020-08-06,pcr
Yes,Female,18-34,IDR 10-25 million,South Jakarta,2020-08-06,pcr
Yes,Male,50+,less than IDR 3 million,East Jakarta,2020-08-06,pcr
No,Female,31-50,IDR 3-5 million,Central Jakarta,2020-08-06,pcr
No,Female,18-34,IDR 3-5 million,Central Jakarta,2020-08-06,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-08-06,pcr
No,Male,18-34,IDR 10-25 million,North Jakarta,2020-08-06,pcr
No,Male,50+,less than IDR 3 million,North Jakarta,2020-08-06,pcr
No,Male,50+,less than IDR 3 million,East Jakarta,2020-08-06,pcr
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2020-08-06,pcr
Yes,Female,18-34,IDR 3-5 million,South Jakarta,2020-08-06,pcr
Yes,Female,18-34,IDR 5-10 million,Central Jakarta,2020-08-06,pcr
No,Female,31-50,more than IDR 25 million,Central Jakarta,2020-08-06,pcr
Yes,Female,50+,more than IDR 25 million,West Jakarta,2020-08-06,pcr
Yes,Female,50+,less than IDR 3 million,East Jakarta,2020-08-06,pcr
Yes,Female,50+,IDR 10-25 million,East Jakarta,2020-09-05,pcr
Yes,Female,18-34,IDR 3-5 million,East Jakarta,2020-09-05,pcr
Yes,Female,31-50,less than IDR 3 million,North Jakarta,2020-09-05,pcr
Yes,Male,18-34,IDR 10-25 million,North Jakarta,2020-09-05,pcr
Yes,Male,18-34,IDR 10-25 million,East Jakarta,2020-09-05,pcr
No,Male,50+,IDR 3-5 million,West Jakarta,2020-09-05,pcr
No,Female,18-34,less than IDR 3 million,Central Jakarta,2020-09-05,pcr
Yes,Male,31-50,less than IDR 3 million,South Jakarta,2020-09-05,pcr
No,Female,18-34,IDR 10-25 million,Central Jakarta,2020-09-05,pcr
Yes,Male,31-50,more than IDR 25 million,Central Jakarta,2020-09-05,pcr
No,Male,31-50,less than IDR 3 million,South Jakarta,2020-09-05,pcr
Yes,Female,31-50,IDR 3-5 million,South Jakarta,2020-09-05,pcr
Yes,Female,18-34,IDR 3-5 million,North Jakarta,2020-09-05,pcr
Yes,Male,50+,less than IDR 3 million,West Jakarta,2020-09-05,pcr
Yes,Female,31-50,IDR 5-10 million,East Jakarta,2020-09-05,pcr
No,Female,31-50,IDR 3-5 million,Central Jakarta,2020-09-05,pcr
No,Male,31-50,more than IDR 25 million,Central Jakarta,2020-09-05,pcr
No,Female,50+,IDR 5-10 million,North Jakarta,2020-09-05,pcr
No,Female,50+,IDR 5-10 million,West Jakarta,2020-09-06,pcr
Yes,Male,18-34,IDR 3-5 million,Central Jakarta,2020-09-06,pcr
Yes,Male,31-50,IDR 5-10 million,West Jakarta,2020-09-06,pcr
No,Male,18-34,more than IDR 25 million,Central Jakarta,2020-09-06,pcr
No,Male,18-34,IDR 3-5 million,South Jakarta,2020-09-06,pcr
No,Female,18-34,less than IDR 3 million,Central Jakarta,2020-09-06,pcr
Yes,Male,31-50,more than IDR 25 million,East Jakarta,2020-09-06,pcr
Yes,Male,31-50,more than IDR 25 million,North Jakarta,2020-09-06,pcr
Yes,Male,50+,IDR 10-25 million,South Jakarta,2020-09-06,pcr
No,Female,18-34,more than IDR 25 million,Central Jakarta,2020-09-06,pcr
Yes,Male,50+,IDR 5-10 million,East Jakarta,2020-09-06,pcr
Yes,Male,18-34,IDR 3-5 million,South Jakarta,2020-09-06,pcr
No,Male,31-50,less than IDR 3 million,South Jakarta,2020-09-06,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-09-06,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-09-06,pcr
Yes,Female,18-34,IDR 10-25 million,North Jakarta,2020-09-06,pcr
Yes,Female,18-34,IDR 5-10 million,West Jakarta,2020-09-06,pcr
Yes,Female,18-34,IDR 3-5 million,North Jakarta,2020-09-06,pcr
Yes,Female,31-50,IDR 5-10 million,South Jakarta,2020-09-06,pcr
No,Male,31-50,IDR 10-25 million,East Jakarta,2020-09-06,pcr
Yes,Female,50+,more than IDR 25 million,North Jakarta,2020-10-05,pcr
No,Female,18-34,IDR 3-5 million,East Jakarta,2020-10-05,pcr
